"TSE number","names"
"92720","ブティックス | Boutiques, | ブティックス"
"14440","ニッソウ | Nissou | ニッソウ"
"65780","コレック | CORREC | コレック"
"65770","ベストワンドットコム | ベストワンドットコム"
"44320","ウイングアーク１ｓｔ | WingArc1st | ウイングアークファースト"
"43840","ラクスル | RAKSUL | ラクスル"
"65800","ライトアップ | Writeup | ライトアップ"
"78000","アミファ | Amifa | アミファ"
"43860","ＳＩＧグループ | SIG Group | エスアイジーグループ"
"43910","ロジザード | Logizard | ロジザードカブシキカイシャ"
"43880","エーアイ | AI, | エーアイ"
"70300","スプリックス | SPRIX, Ltd. | スプリックス"
"78060","ＭＴＧ | MTG | カブシキカイシャエムティージー"
"43850","メルカリ | Mercari, | カブシキカイシャメルカリ"
"66990","ダイヤモンドエレクトリックホールディングス | DIAMOND ELECTRIC HOLDINGS | ダイヤモンドエレクトリックホールディングス"
"70310","インバウンドテック | Inbound Tech | カブシキカイシャインバウンドテック"
"92730","コーア商事ホールディングス | KOA SHOJI HOLDINGS | コーアショウジホールディングスカブシキカイシャ"
"65790","ログリー | ログリー"
"43890","プロパティデータバンク | Property Data Bank, | プロパティデータバンク"
"43950","アクリート | アクリート"
"43870","ＺＵＵ | ZUU | "
"14460","キャンディル | CANDEAL | キャンディル"
"70400","サン・ライフホールディング | サンライフホールディング"
"92780","ブックオフグループホールディングス | ブックオフグループホールディングス"
"43960","システムサポート | System Support | カブシキカイシャシステムサポート"
"73270","第四北越フィナンシャルグループ | Daishi Hokuetsu Financial Group, | ダイシホクエツフィナンシャルグループ"
"44220","ＶＡＬＵＥＮＥＸ | VALUENEX JAPAN | バリューネックス"
"43930","バンク・オブ・イノベーション | Bank of Innovation, | バンクオブイノベーション"
"56990","イボキン | イボキン"
"52900","ベルテクス | カブシキカイシャベルテクス"
"43940","エクスモーション | eXmotion | エクスモーション"
"70330","マネジメントソリューションズ | Management Solutions Co.,Ltd | マネジメントソリューションズ"
"70340","プロレド・パートナーズ | プロレドパートナーズ"
"14470","ＩＴｂｏｏｋホールディングス | ITbook Holdings Co.,LTD | アイティブックホールディングス"
"34910","ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ | カブシキカイシャジーエーテクノロジーズ"
"42500","フロンティア | Frontier | フロンティア"
"43970","チームスピリット | TeamSpirit | チームスピリット"
"70350","ａｎｄ　ｆａｃｔｏｒｙ | アンドファクトリーカブシキカイシャ"
"92750","ナルミヤ・インターナショナル | ナルミヤインターナショナル"
"34950","香陵住販 | Koryojyuhan | コウリョウジュウハン"
"34940","マリオン | Mullion | マリオン"
"62330","ＫＬＡＳＳ | KLASS | クラス"
"70370","テノ．ホールディングス | カブシキカイシャテノホールディングス"
"73250","アイリック | IRRC | アイリック"
"34960","アズーム | カブシキカイシャアズーム"
"43980","ブロードバンドセキュリティ | BroadBand Security, | ブロードバンドセキュリティ"
"34980","霞ヶ関キャピタル | Kasumigaseki Capital | カスミガセキキャピタルカブシキカイシャ"
"70380","フロンティア・マネジメント | Frontier Management | フロンティアマネジメント"
"70360","イーエムネットジャパン | カブシキカイシャイーエムネットジャパン"
"45980","ＤｅｌｔａーＦｌｙ　Ｐｈａｒｍａ | Delta-Fly Pharma, | デルタフライファーマカブシキカイシャ"
"44200","イーソル | イーソル"
"34970","ＬｅＴｅｃｈ | LeTech | リテック"
"55710","エキサイトホールディングス | エキサイトホールディングス"
"70390","ブリッジインターナショナル | ブリッジインターナショナルカブシキカイシャ"
"44210","ディ・アイ・システム | ディアイシステム"
"92790","ギフトホールディングス | GIFT HOLDINGS | カブシキカイシャギフトホールディングス"
"70410","ＣＲＧホールディングス | CRG HOLDINGS | シーアールジーホールディングス"
"78050","プリントネット | PRINTNET | プリントネットカブシキカイシャ"
"70420","アクセスグループ・ホールディングス | ACCESS GROUP HOLDINGS | アクセスグループホールディングス"
"50710","ヴィス | ヴィス"
"76810","レオクラン | LEOCLAN | レオクラン"
"76700","オーウエル | O-WELL | オーウエルカブシキカイシャ"
"14490","ＦＵＪＩジャパン | FUJI JAPAN CO. LTD. | フジジャパン"
"70440","ピアラ | PIALA | カブシキカイシャピアラ"
"14500","田中建設工業 | タナカケンセツコウギョウ"
"70460","ＴＤＳＥ | TDSE | ティディエスイー"
"44240","Ａｍａｚｉａ | Amazia, | アメイジア"
"70430","アルー | Alue | アルー"
"76770","ヤシマキザイ | Yashima & | カブシキカイシャヤシマキザイ"
"44250","Ｋｕｄａｎ | クダン"
"70480","ベルトラ | VELTRA | ベルトラカブシキカイシャ"
"44280","シノプス | シノプス"
"44450","リビン・テクノロジーズ | Living Technologies | リビンテクノロジーズ"
"62320","ＡＣＳＬ | ACSL Ltd. | エーシーエスエル"
"29700","グッドライフカンパニー | GOOD LIFE COMPANY, | グッドライフカンパニー"
"70470","ポート | PORT | ポート"
"44330","ヒト・コミュニケーションズ・ホールディングス | HITO-Communications Holdings, | カブシキカイシャヒトコミュニケーションズホールディングス"
"44270","ＥｄｕＬａｂ | EduLab, | エデュラボ"
"44790","マクアケ | Makuake, | カブシキカイシャマクアケ"
"76750","セントラルフォレストグループ | Central Forest Group, | セントラルフォレストグループ"
"44370","ｇｏｏｄｄａｙｓホールディングス | gooddays holdings, | グッドディズホールディングス"
"44290","リックソフト | リックソフト"
"70490","識学 | SHIKIGAKU. | シキガク"
"44310","スマレジ | Smaregi, | スマレジ"
"76730","ダイコー通産 | DAIKO TSUSAN | ダイコーツウサン"
"70500","フロンティアインターナショナル | FRONTIER INTERNATIONAL | フロンティアインターナショナル"
"44300","東海ソフト | トウカイソフト"
"14510","ＫＨＣ | KHC Ltd. | ケイエイチシー"
"70590","コプロ・ホールディングス | COPRO-HOLDINGS. | コプロホールディングス"
"76780","あさくま | アサクマ"
"29750","スター・マイカ・ホールディングス | スターマイカホールディングス"
"44350","カオナビ | カオナビ"
"70570","エヌ・シー・エヌ | エヌシーエヌ"
"70600","ギークス | geechs | ギークス"
"44380","Ｗｅｌｂｙ | Welby | カブシキカイシャウェルビー"
"70580","共栄セキュリティーサービス | Kyoei Security Service | キョウエイセキュリティーサービスカブシキカイシャ"
"70620","フレアス | Fureasu | カブシキカイシャフレアス"
"44390","東名 | TOUMEI | トウメイ"
"70610","日本ホスピスホールディングス | Japan Hospice Holdings | ニホンホスピスホールディングス"
"44400","ヴィッツ | WITZ | ヴィッツ"
"76740","ＮＡＴＴＹ　ＳＷＡＮＫＹホールディングス | ナッティースワンキー"
"70630","Ｂｉｒｄｍａｎ | Birdman | バードマン"
"44360","ミンカブ・ジ・インフォノイド | MINKABU THE INFONOID, | カブシキカイシャミンカブジインフォノイド"
"78040","ビーアンドピー | ビーアンドピー"
"44410","トビラシステムズ | Tobila Systems | トビラシステムズ"
"76760","グッドスピード | GOODSPEED. | グッドスピード"
"73450","アイ・パートナーズフィナンシャル | Ai Partners Financial | アイパートナーズフィナンシャル"
"44460","Ｌｉｎｋ－Ｕグループ | Link-U Group | リンクユーグループ"
"70640","ハウテレビジョン | Howtelevision,Inc | カブシキカイシャハウテレビジョン"
"44420","バルテス・ホールディングス | VALTES HOLDINGS | バルテスホールディングス"
"29760","日本グランデ | Nippon Grande | ニッポングランデカブシキカイシャ"
"76790","薬王堂ホールディングス | YAKUODO HOLDINGS | ヤクオウドウホールディングス"
"29740","大英産業 | ダイエイサンギョウカブシキカイシャ"
"70660","ピアズ | ピアズ"
"44430","Ｓａｎｓａｎ | Sansan, | サンサン"
"49310","新日本製薬 | Shinnihonseiyaku | シンニホンセイヤク"
"41650","プレイド | PLAID, | プレイド"
"44440","インフォネット | infoNet | インフォネット"
"70670","ブランディングテクノロジー | ブランディングテクノロジー"
"73780","アシロ | ASIRO | カブシキカイシャアシロ"
"70680","フィードフォースグループ | Feedforce Group | フィードフォースグループ"
"45990","ステムリム | StemRIM | ステムリム"
"78030","ブシロード | Bushiroad | ブシロード"
"29780","ツクルバ | TSUKURUBA | ツクルバ"
"70690","サイバー・バズ | サイバーバズ"
"44490","ギフティ | giftee | ギフティ"
"65970","ＨＰＣシステムズ | HPC SYSTEMS | エイチピーシーシステムズ"
"76850","ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ | BuySell Technologies | バイセルテクノロジーズ"
"44760","ＡＩ　ＣＲＯＳＳ | AI CROSS | エーアイクロス"
"58710","ＳＯＬＩＺＥ | ソライズ"
"44480","Ｃｈａｔｗｏｒｋ | Chatwork | チャットワーク"
"76820","浜木綿 | HAMAYUU | ハマユウ"
"46910","ワシントンホテル | ワシントンホテルカブシキカイシャ"
"44500","パワーソリューションズ | カブシキカイシャパワーソリューションズ"
"70810","コーユーレンティア | Koyou Rentia | コーユーレンティア"
"70710","アンビスホールディングス | Amvis Holdings, | カブシキカイシャアンビスホールディングス"
"29830","アールプランナー | Arr Planner | アールプランナー"
"44750","ＨＥＮＮＧＥ | HENNGE K.K. | ヘンゲカブシキカイシャ"
"29800","ＳＲＥホールディングス | SRE Holdings | エスアールイーホールディングスカブシキカイシャ"
"70720","インティメート・マージャー | Intimate Merger, | インティメートマージャー"
"44770","ＢＡＳＥ | BASE, | ベイス"
"44810","ベース | BASE | ベース"
"48800","セルソース | CellSource | セルソース"
"76830","ダブルエー | WA, | ダブルエー"
"70730","ジェイック | JAIC | カブシキカイシャジェイック"
"42510","恵和 | ケイワカブシキカイシャ"
"29990","ホームポジション | ホームポジションカブシキカイシャ"
"70740","トゥエンティーフォーセブン | Twenty-four seven | トゥエンティーフォーセブン"
"70830","ＡＨＣグループ | AHC GROUP | エイエイチシーグループ"
"70760","名南Ｍ＆Ａ | meinan M&A | メイナンエムアンドエー"
"44900","ビザスク | VisasQ | ビザスク"
"44820","ウィルズ | WILLs | ウィルズ"
"44840","ランサーズ | LANCERS, | ランサーズ"
"70770","ＡＬｉＮＫインターネット | ALiNK Internet, | アリンクインターネット"
"70820","ジモティー | ジモティー"
"34490","テクノフレックス | TECHNOFLEX | テクノフレックス"
"29810","ランディックス | ランディックス"
"44860","ユナイトアンドグロウ | ユナイトアンドグロウ"
"44830","ＪＭＤＣ | カブシキカイシャジェイエムディーシー"
"70920","Ｆａｓｔ　Ｆｉｔｎｅｓｓ　Ｊａｐａｎ | Fast Fitness Japan Incorporated | ファストフィットネスジャパン"
"70800","スポーツフィールド | Sportsfield | スポーツフィールド"
"44780","フリー | freee K.K. | フリーカブシキカイシャ"
"44870","スペースマーケット | Spacemarket | カブシキカイシャスペースマーケット"
"44850","ＪＴＯＷＥＲ | JTOWER | ジェイタワー"
"76860","カクヤスグループ | カクヤスグループ"
"70790","ＷＤＢココ | ダブリューディービーココ"
"29820","ＡＤワークスグループ | A.D.Works Group | カブシキカイシャエーディーワークスグループ"
"70780","ＩＮＣＬＵＳＩＶＥ | インクルーシブカブシキカイシャ"
"70750","ＱＬＳホールディングス | QLS Holdings Co., Ltd | キューエルエスホールディングス"
"44880","ＡＩ　ｉｎｓｉｄｅ | AI inside | エーアイインサイド"
"44930","サイバーセキュリティクラウド | Cyber Security Cloud , | サイバーセキュリティクラウド"
"62310","木村工機 | KIMURA KOHKI | キムラコウキ"
"44910","コンピューターマネージメント | コンピューターマネージメントカブシキカイシャ"
"70870","ウイルテック | ウイルテック"
"70890","フォースタートアップス | for Startups, | フォースタートアップスカブシキカイシャ"
"70880","フォーラムエンジニアリング | フォーラムエンジニアリング"
"70850","カーブスホールディングス | CURVES HOLDINGS | カーブスホールディングス"
"70840","Ｋｉｄｓ　Ｓｍｉｌｅ　Ｈｏｌｄｉｎｇｓ | Kids Smile Holdings | キッズスマイルホールディングス"
"76870","ミクリード | MICREED | ミクリード"
"93260","関通 | KANTSU | カンツウ"
"70860","きずなホールディングス | KIZUNA HOLDINGS Corp. | キズナホールディングス"
"48880","ステラファーマ | ステラファーマ"
"53680","日本インシュレーション | ニッポンインシュレーション"
"44920","ゼネテック | GENETEC | ゼネテック"
"70910","リビングプラットフォーム | Living Platform, Ltd. | カブシキカイシャリビングプラットフォーム"
"48820","ペルセウスプロテオミクス | Perseus Proteomics | カブシキカイシャペルセウスプロテオミクス"
"70930","アディッシュ | adish | アディッシュ"
"44980","サイバートラスト | サイバートラスト"
"48830","モダリス | Modalis Therapeutics | モダリス"
"70950","Ｍａｃｂｅｅ　Ｐｌａｎｅｔ | カブシキカイシャマクビープラネット"
"50700","ドラフト | カブシキカイシャドラフト"
"66130","ＱＤレーザ | QD Laser, | キューディーレーザ"
"44940","バリオセキュア | バリオセキュアカブシキカイシャ"
"76890","コパ・ | Copa Corpotation | コパ"
"65990","エブレン | EBRAINS, | エブレン"
"73170","松屋アールアンドディ | Matsuya R&D Co.,Ltd | マツヤアールアンドディ"
"70940","ＮｅｘＴｏｎｅ | NexTone | ネクストーン"
"70960","ステムセル研究所 | StemCell Institute | ステムセルケンキュウジョ"
"49320","アルマード | アルマード"
"44950","アイキューブドシステムズ | i3 Systems, | アイキューブドシステムズ"
"62300","ＳＡＮＥＩ | SANEI LTD. | サンエイ"
"44960","コマースＯｎｅホールディングス | Commerce One Holdings | コマースワンホールディングス"
"29840","ヤマイチ・ユニハイムエステート | ヤマイチユニハイムエステート"
"73670","セルム | セルム"
"70970","さくらさくプラス | SAKURASAKU PLUS,Co.,Ltd | カブシキカイシャサクラサクプラス"
"29910","ランドネット | LANDNET | ランドネット"
"29860","ＬＡホールディングス | LA Holdings | エルエーホールディングス"
"44990","Ｓｐｅｅｅ | Speee, | カブシキカイシャスピー"
"40510","ＧＭＯフィナンシャルゲート | GMO Financial Gate, | ジーエムオーフィナンシャルゲートカブシキカイシャ"
"40520","フィーチャ | フィーチャ"
"40570","インターファクトリー | Interfactory, | インターファクトリー"
"76950","交換できるくん | koukandekirukun, | コウカンデキルクン"
"73520","ＴＷＯＳＴＯＮＥ＆Ｓｏｎｓ | ツーストーンアンドサンズ"
"73510","グッドパッチ | Goodpatch | グッドパッチ"
"73530","ＫＩＹＯラーニング | KIYO Learning Co.,Ltd | キヨラーニング"
"48860","あすか製薬ホールディングス | ASKA Pharmaceutical Holdings CO., Ltd. | アスカセイヤクホールディングス"
"92230","ＡＳＮＯＶＡ | アスノバ"
"73370","ひろぎんホールディングス | Hirogin Holdings, | ヒロギンホールディングス"
"40540","日本情報クリエイト | Japan PropTech | ニホンジョウホウクリエイトカブシキカイシャ"
"40550","ティアンドエス | T&S | ティアンドエス"
"40530","Ｓｕｎ　Ａｓｔｅｒｉｓｋ | Sun* | サンアスタリスク"
"40560","ニューラルグループ | Neural Group | ニューラルグループ"
"73580","ポピンズ | ポピンズ"
"40580","トヨクモ | トヨクモ"
"49330","Ｉ－ｎｅ | アイエヌイー"
"40600","ｒａｋｕｍｏ | rakumo | ラクモ"
"73540","ダイレクトマーケティングミックス | Direct Marketing MiX | ダイレクトマーケティングミックス"
"76920","アースインフィニティ | アースインフィニティ"
"40110","ヘッドウォータース | ヘッドウォータース"
"40590","まぐまぐ | カブシキカイシャマグマグ"
"29320","ＳＴＩフードホールディングス | STI Foods Holdings, | エスティーアイフードホールディングス"
"40120","アクシス | アクシス"
"40130","勤次郎 | KInjiro | キンジロウ"
"40140","カラダノート | カラダノート"
"73560","Ｒｅｔｔｙ | Retty | レッティ"
"41720","東和ハイシステム | TOWA Hi SYSTEM | トウワハイシステム"
"49340","プレミアアンチエイジング | プレミアンチエイジング"
"40150","ペイクラウドホールディングス | Paycloud Holdings | ペイクラウドホールディングス"
"40160","ＭＩＴホールディングス | MIT Holdings | ミットホールディングス"
"73570","ジオコード | GEOCODE CO., Ltd. | ジオコード"
"41670","ココペリ | Kokopelli | カブシキカイシャココペリ"
"66120","バルミューダ | BALMUDA | バルミューダ"
"62290","オーケーエム | OKUMURA ENGINEERING CORP. | オーケーエム"
"40170","クリーマ | クリーマ"
"17860","オリエンタル白石 | Oriental Shiraishi | オリエンタルシライシ"
"41680","ヤプリ | Yappli, | ヤプリ"
"40200","ビートレンド | BETREND | ビートレンドカブシキカイシャ"
"41700","Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ | Kaizen Platform, | カイゼンプラットフォーム"
"76940","いつも | itsumo. | カブシキカイシャイツモ"
"48840","クリングルファーマ | Kringle Pharma, | クリングルファーマ"
"41690","ＥＮＥＣＨＡＮＧＥ | ENECHANGE Ltd. | エネチェンジカブシキカイシャ"
"73600","オンデック | ONDECK | オンデック"
"49350","リベルタ | リベルタ"
"73660","ＬＩＴＡＬＩＣＯ | リタリコ"
"91450","ビーイングホールディングス | ガブシキカイシャビーイングホールディングス"
"73420","ウェルスナビ | WealthNavi | ウェルスナビカブシキカイシャ"
"40190","スタメン | スタメン"
"41710","グローバルインフォメーション | Global Information, | グローバルインフォメーション"
"73590","東京通信グループ | Tokyo Communications Group, | カブシキカイシャトウキョウツウシングループ"
"41660","かっこ | Cacco | カッコ"
"48870","サワイグループホールディングス | SAWAI GROUP HOLDINGS | サワイグループホールディングス"
"41740","アピリッツ | Appirits | カブシキカイシャアピリッツ"
"92480","人・夢・技術グループ | People, Dreams & Technologies Group | ヒトユメギジュツグループ"
"41930","ファブリカホールディングス | ファブリカホールディングス"
"40180","Ｇｅｏｌｏｃａｔｉｏｎ　Ｔｅｃｈｎｏｌｏｇｙ | Geolocation Technology, | カブシキカイシャジオロケーションテクノロジー"
"49360","アクシージア | AXXZIA | カブシキカイシャアクシージア"
"41750","ｃｏｌｙ | coly | コリー"
"41730","ＷＡＣＵＬ | WACUL.INC | ワカル"
"41770","ｉ－ｐｌｕｇ | カブシキカイシャアイプラグ"
"48850","室町ケミカル | MUROMACHI CHEMICALS | ムロマチケミカル"
"41760","ココナラ | ココナラ"
"73620","Ｔ．Ｓ．Ｉ | ティーエスアイ"
"41780","Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ | カブシキカイシャシェアリングイノベーションズ"
"73740","コンフィデンス・インターワークス | コンフィデンスインターワークス"
"66140","シキノハイテック | シキノハイテック"
"41800","Ａｐｐｉｅｒ　Ｇｒｏｕｐ | エイピアグループ"
"93460","ココルポート | Cocorport | ココルポート"
"41790","ジーネクスト | G-NEXT | ジーネクスト"
"93270","イー・ロジット | e LogiT | イーロジット"
"73430","ブロードマインド | ブロードマインド"
"41920","スパイダープラス | スパイダープラス"
"50740","テスホールディングス | TESS Holdings | テスホールディングス"
"73610","ヒューマンクリエイションホールディングス | ヒューマンクリエイションホールディングス"
"73630","ベビーカレンダー | baby calendar | カブシキカイシャベビーカレンダー"
"65210","オキサイド | OXIDE | オキサイド"
"76980","アイスコ | Iceco | アイスコ"
"40720","電算システムホールディングス | Densan System Holdings | デンサンシステムホールディングス"
"73680","表示灯 | HYOJITO Co.. Ltd | ヒョウジトウカブシキカイシャ"
"29330","紀文食品 | KIBUN FOODS | キブンショクヒン"
"73750","リファインバースグループ | REFINVERSE Group, | リファインバースグループ"
"41940","ビジョナル | Visional | ビジョナル"
"73470","マーキュリアホールディングス | カブシキカイシャマーキュリアホールディングス"
"41960","ネオマーケティング | NEO MARKETING | ネオマーケティング"
"73770","ＤＮホールディングス | DN HOLDINGS | ディーエヌホールディングス"
"62280","ジェイ・イー・ティ | J.E.T. | ジェイイーティー"
"73690","メイホーホールディングス | Meiho Holdings, | メイホーホールディングス"
"77910","ドリームベッド | DREAMBED | ドリームベッド"
"73720","デコルテ・ホールディングス | Decollte Holdings | デコルテホールディングス"
"40710","プラスアルファ・コンサルティング | Plus Alpha Consulting | カブシキカイシャプラスアルファコンサルティング"
"41980","テンダ | テンダ"
"73700","Ｅｎｊｉｎ | Enjin | エンジン"
"73730","アイドマ・ホールディングス | Aidma Holdings, Inc | アイドマホールディングス"
"40690","ＢｌｕｅＭｅｍｅ | BlueMeme | ブルーミーム"
"73760","ＢＣＣ | BCC | ビーシーシー"
"73180","セレンディップ・ホールディングス | セレンディップホールディングス"
"71260","グローバルスタイル | Global Style | グローバルスタイル"
"40680","ベイシス | Basis | ベイシスカブシキカイシャ"
"41990","ワンダープラネット | WonderPlanet | ワンダープラネット"
"40730","ジィ・シィ企画 | Global Communication Planning | ジイシイキカク"
"77920","コラントッテ | Colan Totte. | コラントッテ"
"49370","Ｗａｑｏｏ | ワクー"
"57590","日本電解 | Nippon Denkai, LTD. | ニッポンデンカイ"
"73810","北國フィナンシャルホールディングス | Hokkoku Financial Holdings, | カブシキカイシャホッコクフィナンシャルホールディングス"
"73800","十六フィナンシャルグループ | Juroku Financial Group, | ジュウロクフィナンシャルグループ"
"91470","ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス | NIPPON EXPRESS HOLDINGS, | ニッポンエクスプレスホールディングスカブシキカイシャ"
"71280","フルサト・マルカホールディングス | MARUKA FURUSATO | フルサトマルカホールディングスカブシキカイシャ"
"40740","ラキール | LaKeel, | ラキール"
"92400","デリバリーコンサルティング | Delivery Consulting | デリバリーコンサルティング"
"76990","オムニ・プラス・システム・リミテッド | オムニプラスシステムリミテッド"
"71290","ミアヘルサホールディングス | Miahelsa Holdings | ミアヘルサホールディングス"
"40750","ブレインズテクノロジー | ブレインズテクノロジー"
"50760","インフロニア・ホールディングス | INFRONEER Holdings | インフロニアホールディングスカブシキカイシャ"
"73500","おきなわフィナンシャルグループ | Okinawa Financial Group, | オキナワフィナンシャルグループ"
"73790","サーキュレーション | CIRCULATION | サーキュレーション"
"43760","くふうカンパニー | クフウカンパニー"
"62270","ＡＩメカテック | アイメカテック"
"92470","ＴＲＥホールディングス | TRE HOLDINGS | ティーアールイーホールディングスカブシキカイシャ"
"71300","ヤマエグループホールディングス | YAMAE GROUP HOLDINGS | ヤマエグループホールディングスカブシキカイシャ"
"71270","一家ホールディングス | イッカホールディングス"
"43600","マナック・ケミカル・パートナーズ | MANAC Chemical Partners | マナックケミカルパートナーズ"
"43700","モビルス | モビルス"
"92410","フューチャーリンクネットワーク | Future Link Network | フューチャーリンクネットワーク"
"48890","レナサイエンス | Renascience | レナサイエンス"
"40760","シイエヌエス | CNS Co.,Ltd | カブシキカイシャシイエヌエス"
"58580","ＳＴＧ | エスティージー"
"42640","セキュア | SECURE, | セキュア"
"65220","アスタリスク | アスタリスク"
"50750","アップコン | アップコンカブシキカイシャ"
"92450","リベロ | Livero | リベロ"
"92420","メディア総研 | メディアソウケン"
"92460","プロジェクトホールディングス | ProjectHoldings, | プロジェクトホールディングス"
"43710","コアコンセプト・テクノロジー | Core Concept Technologies | コアコンセプトテクノロジー"
"43740","ＲＯＢＯＴ　ＰＡＹＭＥＮＴ | ロボットペイメント"
"43720","ユミルリンク | ユミルリンク"
"43730","シンプレクス・ホールディングス | Simplex Holdings, | シンプレクスホールディングス"
"42700","ＢｅｅＸ | BeeX | ビーエックス"
"43770","ワンキャリア | カブシキカイシャワンキャリア"
"43750","セーフィー | セーフィーカブシキカイシャ"
"48900","坪田ラボ | ツボタラボ"
"92440","デジタリフト | デジタリフト"
"92490","日本エコシステム | ニホンエコシステム"
"71350","ジャパンクラフトホールディングス | JAPAN CRAFT HOLDINGS | ジャパンクラフトホールディングスカブシキカイシャ"
"65230","ＰＨＣホールディングス | PHC Holdings | ピーエイチシーホールディングスカブシキカイシャ"
"92500","ＧＲＣＳ | GRCS | ジーアールシーエス"
"43780","ＣＩＮＣ | CINC Corp. | シンク"
"29610","日本調理機 | NITCHO | ニホンチョウリキカブシキカイシャ"
"92530","スローガン | Slogan | スローガン"
"92510","ＡＢ＆Ｃｏｍｐａｎｙ | AB&Company | エービーアンドカンパニー"
"43790","Ｐｈｏｔｏｓｙｎｔｈ | フォトシンス"
"48910","ティムス | TMS Co., Ltd | カブシキカイシャティムス"
"71310","のむら産業 | ノムラサンギョウ"
"44120","サイエンスアーツ | Science Arts, | サイエンスアーツ"
"92520","ラストワンマイル | Last One Mile | ラストワンマイル"
"42550","ＴＨＥＣＯＯ | THECOO | ザクー"
"44150","ブロードエンタープライズ | ブロードエンタープライズ"
"44140","フレクト | フレクト"
"42610","アジアクエスト | アジアクエスト"
"44130","ボードルア | baudroie, | ボードルア"
"29930","長栄 | Choei | チョウエイ"
"71340","アップガレージグループ | UP GARAGE GROUP | アップガレージグループ"
"44190","Ｆｉｎａｔｅｘｔホールディングス | Finatext Holdings Ltd. | カブシキカイシャフィナテキストホールディングス"
"44160","Ｔｒｕｅ　Ｄａｔａ | カブシキカイシャトゥルーデータ"
"44170","グローバルセキュリティエキスパート | Global Security Experts | グローバルセキュリティエキスパート"
"92120","Ｇｒｅｅｎ　Ｅａｒｔｈ　Ｉｎｓｔｉｔｕｔｅ | Green Earth Institute | グリーンアースインスティテュート"
"65240","湖北工業 | コホクコウギョウ"
"41250","三和油化工業 | SANWAYUKA INDUSTRY | サンワユカコウギョウ"
"42590","エクサウィザーズ | ExaWizards | エクサウィザーズ"
"92540","ラバブルマーケティンググループ | Lovable Marketing Group, | カブシキカイシャラバブルマーケティンググループ"
"42580","網屋 | アミヤ"
"25850","ライフドリンク　カンパニー | LIFEDRINK COMPANY, | ライフドリンク　カンパニー"
"42560","サインド | サインド"
"44180","ＪＤＳＣ | Japan Data Science Consortium Co. Ltd. | ジェーディーエスシー"
"92110","エフ・コード | エフコード"
"42600","ハイブリッドテクノロジーズ | Hybrid Technologies | ハイブリッドテクノロジーズ"
"73830","ネットプロテクションズホールディングス | Net Protections Holdings, | ネットプロテクションズホールディングス"
"92590","タカヨシホールディングス | TAKAYOSHI Holdings, | タカヨシホールディングス"
"71330","ＨＹＵＧＡ　ＰＲＩＭＡＲＹ　ＣＡＲＥ | HYUGA PRIMARY CARE | ヒュウガプライマリーケア"
"92580","ＣＳ－Ｃ | シーエスシー"
"95220","リニューアブル・ジャパン | リニューアブルジャパン"
"42620","ニフティライフスタイル | NIFTY Lifestyle Co.,Ltd | ニフティライフスタイル"
"42630","サスメド | SUSMED, | サスメド"
"91580","シーユーシー | シーユーシー"
"92570","ＹＣＰホールディングス（グローバル）リミテッド | ワイシーピーホールディングスグローバルリミテッド"
"92560","サクシード | Succeed | サクシード"
"42650","Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅｔｙ | インスティテューションフォーアグローバルソサエティ"
"92140","Ｒｅｃｏｖｅｒｙ　Ｉｎｔｅｒｎａｔｉｏｎａｌ | Recovery International | リカバリーインターナショナル"
"92130","セイファート | セイファート"
"50310","モイ | Moi | モイ"
"42670","ライトワークス | ライトワークス"
"50250","マーキュリーリアルテックイノベーター | MERCURY REALTECH INNOVATOR | マーキュリーリアルテックイノベーター"
"42680","エッジテクノロジー | エッジテクノロジーカブシキカイシャ"
"92160","ビーウィズ | Bewith, | ビーウィズ"
"73840","プロクレアホールディングス | Procrea Holdings, | プロクレアホールディングス"
"77930","イメージ・マジック | カブシキカイシャイメージマジック"
"92150","ＣａＳｙ | カジー"
"50330","ヌーラボ | Nulab | ヌーラボ"
"50780","セレ | CEL | セレ"
"71380","ＴＯＲＩＣＯ | TORICO | トリコ"
"50260","トリプルアイズ | トリプルアイズ"
"50270","ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ | AnyMind Group | エニーマインドグループカブシキカイシャ"
"50790","ノバック | NOVAC | ノバック"
"51250","ファインズ | ファインズ"
"65250","ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ | KOKUSAI ELECTRIC | コクサイエレクトリック"
"62260","守谷輸送機工業 | Moriya Transportation Engineering and Manufacturing Co.,Ltd | モリヤユソウキコウギョウカブシキカイシャ"
"41970","アスマーク | ASMARQ | アスマーク"
"29980","クリアル | CREAL | クリアルカブシキカイシャ"
"50280","セカンドサイトアナリティカ | セカンドサイトアナリティカ"
"92180","メンタルヘルステクノロジーズ | メンタルヘルステクノロジーズ"
"92200","エフビー介護サービス | FB CARE SERVICE | エフビーカイゴサービスカブシキカイシャ"
