"TSE number","names"
"58090","タツタ電線 | TATSUTA ELECTRIC WIRE AND CABLE CO.,LTD | タツタデンセン"
"58170","ＪＭＡＣＳ | JMACS Japan | ジェイマックス"
"58190","カナレ電気 | Canare Electric | カナレデンキ"
"58200","三ッ星 | MITSUBOSHI CO.,  LTD. | ミツボシ"
"58210","平河ヒューテック | HIRAKAWA HEWTECH CORP. | ヒラカワヒューテック"
"59010","東洋製罐グループホールディングス | Toyo Seikan Group Holdings, Ltd. | トウヨウセイカングループホールディングス"
"59020","ホッカンホールディングス | HOKKAN HOLDINGS LIMITED | ホッカンホールディングス"
"59110","横河ブリッジホールディングス | Yokogawa Bridge Holdings Corp. | ヨコガワブリッジホールディングス"
"59150","駒井ハルテック | KOMAIHALTEC | コマイハルテック"
"59180","瀧上工業 | The Takigami Steel Construction | タキガミコウギョウ"
"59220","那須電機鉄工 | NASU DENKI-TEKKO | ナスデンキテッコウ"
"59740","中国工業 | CHUGOKUKOGYO | チュウゴクコウギョウ"
"59910","日本発條 | NHK SPRING | ニッポンハツジョウ"
"59520","アマテイ | Amatei Incorporated | アマテイ"
"59550","ヤマシナ | YAMASHINA | カブシキガイシヤヤマシナ"
"59420","日本フイルコン | NIPPON FILCON | ニホンフイルコン"
"63060","日工 | NIKKO | ニッコウ"
"59230","高田機工 | TAKADAKIKO(Steel Construction) | タカダキコウ"
"61360","オーエスジー | OSG | オーエスジー"
"59810","東京製綱 | TOKYO ROPE MFG. | トウキョウセイコウ"
"58510","リョービ | RYOBI LIMITED | リョービ"
"59670","ＴＯＮＥ | TONE | トネ"
"59210","川岸工業 | Kawagishi Bridge Works | カワギシコウギョウ"
"59750","東プレ | Topre | トウプレ"
"59290","三和ホールディングス | Sanwa Holdings | サンワホールディングス"
"59620","浅香工業 | ASAKA INDUSTRIAL | アサカコウギョウ"
"59980","アドバネクス | Advanex | アドバネクス"
"19210","巴 | TOMOE | トモエ"
"59940","ファインシンター | FINESINTER | ファインシンター"
"99300","北沢産業 | KITAZAWASANGYO | キタザワサンギョウ"
"59760","高周波熱錬 | Neturen | コウシュウハネツレン"
"59850","サンコール | SUNCALL | サンコールカブシキカイシャ"
"59690","ロブテックス | LOBTEX. | ロブテックス"
"59920","中央発條 | CHUO SPRING | チュウオウハツジョウ"
"59050","日本製罐 | ニホンセイカン"
"59580","三洋工業 | SANYO INDUSTRIES, LTD. | サンヨウコウギョウ"
"59860","モリテックスチール | MOLITEC STEEL | モリテックスチール"
"59590","岡部 | OKABE | オカベ"
"59300","文化シヤッター | Bunka Shutter | ブンカシヤッター"
"64860","イーグル工業 | EAGLE INDUSTRY | イーグルコウギョウ"
"59360","東洋シヤッター | TOYO SHUTTER | トウヨウシヤッター"
"59470","リンナイ | RINNAI | リンナイ"
"59930","知多鋼業 | CHITAKOGYO | チタコウギョウ"
"59660","京都機械工具 | KYOTO TOOL | キョウトキカイコウグ"
"59500","日本パワーファスニング | JAPAN POWER FASTENING CO.,LTD | ニホンパワーファスニング"
"59400","不二サッシ | FUJISASH | フジサッシ"
"59390","大谷工業 | OTANI KOGYO | オオタニコウギョウ"
"59450","天龍製鋸 | Tenryu Saw Mfg. | テンリュウセイキョ"
"59510","ダイニチ工業 | Dainichi | ダイニチコウギョウ"
"79390","研創 | ケンソウ"
"59330","アルインコ | ALINCO INCORPORATED | アルインコ"
"59970","協立エアテック | KYORITSU AIR TECH | キョウリツエアテック"
"59350","元旦ビューティ工業 | GANTAN BEAUTY INDUSTRY | ガンタンビューティコウギョウ"
"64840","ＫＶＫ | KVK | ケーブイケー"
"59900","スーパーツール | SUPER TOOL | スーパーツール"
"59840","兼房 | KANEFUSA | カネフサ"
"59880","パイオラックス | PIOLAX, | パイオラックス"
"59830","イワブチ | IWABUCHI | イワブチ"
"59730","トーアミ | TOAMI | トーアミ"
"59710","共和工業所 | KYOWAKOGYOSYO | キョウワコウギョウショ"
"34330","トーカロ | TOCALO | トーカロ"
"59090","コロナ | CORONA | コロナ"
"59410","中西製作所 | NAKANISHI MFG. | ナカニシセイサクショ"
"59870","オーネックス | ONEX | オーネックス"
"59790","カネソウ | KANESO | カネソウ"
"34210","稲葉製作所 | INABA SEISAKUSHO | イナバセイサクショ"
"34220","Ｊ－ＭＡＸ | J-MAX | ジェイマックス"
"64690","放電精密加工研究所 | HODEN SEIMITSU KAKO KENKYUSHO | ホウデンセイミツカコウケンキュウショ"
"64670","ニチダイ | NICHIDAI | ニチダイ"
"78410","遠藤製作所 | ENDO MANUFACTURING | エンドウセイサクショ"
"34310","宮地エンジニアリンググループ | MIYAJI ENGINEERING GROUP, | ミヤヂエンジニアリンググループ"
"34350","サンコーテクノ | SANKO TECHNO CO,.LTD. | サンコーテクノ"
"34370","特殊電極 | TOKUDEN | トクシュデンキョク"
"62640","マルマエ | Marumae | マルマエ"
"34420","ＭＩＥ | MIE  CO.,LTD | エムアイイー"
"60130","タクマ | TAKUMA | タクマ"
"60180","阪神内燃機工業 | THE HANSHIN DIESEL WORKS, LTD | ハンシンナイネンキコウギョウ"
"60160","ジャパンエンジン | Japan Engine | ジャパンエンジン"
"60220","赤阪鐵工所 | アカサカテッコウジョ"
"60230","ダイハツディーゼル | DAIHATSU DIESEL MFG. | ダイハツディーゼル"
"60050","三浦工業 | MIURA | ミウラコウギョウ"
"61010","ツガミ | TSUGAMI | ツガミ"
"61030","オークマ | OKUMA | オークマ"
"61040","芝浦機械 | SHIBAURA MACHINE | シバウラキカイ"
"61130","アマダ | AMADA | アマダ"
"61380","ダイジェット工業 | DIJET INDUSTRIAL | ダイジェットコウギョウ"
"61310","浜井産業 | HAMAI CO.,LTD | ハマイサンギョウ"
"61250","岡本工作機械製作所 | OKAMOTO MACHINE TOOL WORKS, LTD. | オカモトコウサクキカイセイサクショ"
"61340","ＦＵＪＩ | FUJI | フジ"
"61350","牧野フライス製作所 | Makino Milling Machine | マキノフライスセイサクショ"
"61400","旭ダイヤモンド工業 | Asahi Diamond Industrial | アサヒダイヤモンドコウギョウ"
"61410","ＤＭＧ森精機 | DMG MORI | ディーエムジーモリセイキ"
"61420","富士精工 | FUJI SEIKO LIMITED | フジセイコウ"
"61430","ソディック | Sodick | ソディック"
"62780","ユニオンツール | UNION TOOL CO. | ユニオンツール"
"61460","ディスコ | DISCO | ディスコ"
"61470","ヤマザキ | YAMAZAKI | ヤマザキ"
"61500","タケダ機械 | TAKEDA MACHINERY | タケダキカイ"
"61510","日東工器 | NITTO KOHKI | ニットウコウキ"
"61550","高松機械工業 | TAKAMATSU MACHINERY | タカマツキカイコウギョウ"
"61580","和井田製作所 | WAIDA MFG. | ワイダセイサクショ"
"62010","豊田自動織機 | TOYOTA INDUSTRIES | トヨタジドウショッキ"
"62030","豊和工業 | Howa Machinery, Ltd. | ホウワコウギョウ"
"62080","石川製作所 | Ishikawa Seisakusho, Ltd. | イシカワセイサクショ"
"62180","エンシュウ | ENSHU Limited | エンシュウ"
"62170","津田駒工業 | TSUDAKOMA  Corp. | ツダコマコウギョウ"
"62100","東洋機械金属 | TOYO MACHINERY & METAL | トウヨウキカイキンゾク"
"63910","加地テック | KAJI TECHNOLOGY | カヂテック"
"62220","島精機製作所 | SHIMA SEIKI MFG., LTD. | シマセイキセイサクショ"
"63010","小松製作所 | KOMATSU LTD. | コマツセイサクショ"
"63020","住友重機械工業 | SUMITOMO HEAVY INDUSTRIES,LTD. | スミトモジュウキカイコウギョウ"
"63600","東京自働機械製作所 | TOKYO AUTOMATIC MACHINERY WORKS, LTD | トウキョウジドウキカイセイサクショ"
"63310","三菱化工機 | Mitsubishi Kakoki Kaisha, Ltd. | ミツビシカコウキ"
"63320","月島ホールディングス | TSUKISHIMA HOLDINGS | ツキシマホールディングス"
"63340","明治機械 | Meiji Machine | メイジキカイ"
"63350","東京機械製作所 | TOKYO KIKAI SEISAKUSHO,LTD. | トウキョウキカイセイサクショ"
"63390","新東工業 | Sintokogio,Ltd. | シントウコウギョウ"
"63610","荏原製作所 | EBARA | エバラセイサクショ"
"63620","石井鐵工所 | Ishii Iron Works | イシイテッコウショ"
"63650","電業社機械製作所 | DMW | デンギョウシャキカイセイサクショ"
"61180","アイダエンジニアリング | AIDA ENGINEERING,LTD. | アイダエンジニアリング"
"63780","木村化工機 | KIMURA CHEMICAL PLANTS | キムラ　　カコウキ"
"63420","太平製作所 | Taihei Machinery Works,Limited | タイヘイセイサクショ"
"62450","ヒラノテクシード | HIRANO TECSEED | ヒラノテクシード"
"61110","旭精機工業 | ASAHI-SEIKI MANUFACTURING | アサヒセイキコウギョウ"
"63830","ダイフク | DAIFUKU | ダイフク"
"63810","アネスト岩田 | ANEST IWATA | アネストイワタ"
"63100","井関農機 | ISEKI& | イセキノウキ"
"63160","丸山製作所 | MARUYAMA MFG.CO., | マルヤマセイサクショ"
"63660","千代田化工建設 | CHIYODA | チヨダカコウケンセツ"
"63670","ダイキン工業 | DAIKIN INDUSTRIES, LTD. | ダイキンコウギョウ"
"63680","オルガノ | ORGANO | オルガノ"
"63690","トーヨーカネツ | TOYO KANETSU K.K. | トーヨーカネツ"
"63700","栗田工業 | Kurita Water Industries Ltd. | クリタコウギョウ"
"19630","日揮ホールディングス | JGC HOLDINGS | ニッキホールディングス"
"63790","レイズネクスト | RAIZNEXT | レイズネクスト"
"63710","椿本チエイン | TSUBAKIMOTO CHAIN CO. | ツバキモトチエイン"
"63730","大同工業 | DAIDO KOGYO | ダイドウコウギョウ"
"63800","オリエンタルチエン工業 | ORIENTAL CHAIN MFG. | オリエンタルチエンコウギョウ"
"63900","加藤製作所 | KATO WORKS | カトウセイサクショ"
"63170","北川鉄工所 | Kitagawa | キタガワテッコウショ"
"63050","日立建機 | Hitachi Construction Machinery | ヒタチケンキ"
"77190","東京衡機 | TOKYO KOKI CO. LTD. | トウキョウコウキ"
"67280","アルバック | ULVAC, | アルバック"
"64360","アマノ | Amano | アマノ"
"63760","日機装 | ニッキソウ"
"72590","アイシン | AISIN | アイシン"
"64480","ブラザー工業 | BROTHER INDUSTRIES LTD. | ブラザーコウギョウ"
"64450","ジャノメ | JANOME | ジャノメ"
"64400","ＪＵＫＩ | JUKI | ジューキ"
"64630","ＴＰＲ | TPR CO .,LTD. | ティーピーアール"
"64710","日本精工 | NSK Ltd. | ニッポンセイコウ"
"64720","ＮＴＮ | NTN | エヌティエヌ"
"64730","ジェイテクト | JTEKT | ジェイテクト"
"64740","不二越 | NACHI-FUJIKOSHI CORP. | フジコシ"
"64790","ミネベアミツミ | MINEBEA MITSUMI | ミネベアミツミ"
"64920","岡野バルブ製造 | okano valve mfg.co.ltd. | オカノバルブセイゾウ"
"63580","酒井重工業 | SAKAI HEAVY INDUSTRIES,LTD. | サカイジュウコウギョウ"
"63930","油研工業 | YUKEN KOGYO | ユケンコウギョウ"
"63950","タダノ | TADANO LTD. | タダノ"
"63250","タカキタ | TAKAKITA | タカキタ"
"69730","協栄産業 | KYOEI SANGYO | キョウエイサンギョウ"
"63430","フリージア・マクロス | FREESIA MACROSS | フリージアマクロスカブシキカイシャ"
"64060","フジテック | FUJITEC | フジテック"
"64950","宮入バルブ製作所 | MIYAIRI VALVE MFG. | ミヤイリバルブセイサクショ"
"63820","トリニティ工業 | TRINITY INDUSTRIAL | トリニティコウギョウ"
"62460","テクノスマート | Techno Smart Corp. | テクノスマート"
"63460","キクカワエンタープライズ | KIKUKAWA ENTERPRISE, | キクカワエンタープライズ"
"45430","テルモ | TERUMO | テルモ"
"64800","日本トムソン | NIPPON  THOMPSON | ニッポントムソン"
"63570","三精テクノロジーズ | Sansei Technologies, | サンセイテクノロジーズカブシキカイシャ"
"63960","宇野澤組鐵工所 | Unozawa-gumi Iron Works,Limited | ウノザワグミテッコウジョ"
"63630","酉島製作所 | Torishima Pump Mfg. | トリシマセイサクショ"
"62820","オイレス工業 | OILES | オイレスコウギョウ"
"62470","日阪製作所 | HISAKA WORKS,LTD. | ヒサカセイサクショ"
"72550","桜井製作所 | SAKURAI LTD. | サクライセイサクショ"
"64900","ＰＩＬＬＡＲ | PILLAR | ピラー"
"64030","水道機工 | SUIDO KIKO KAISHA,LTD | スイドウキコウ"
"64080","小倉クラッチ | OGURA CLUTCH | オグラクラッチ"
"64940","ＮＦＫホールディングス | NFK HOLDINGS | エヌエフケーホールディングス"
"64960","中北製作所 | NAKAKITA SEISAKUSHO | ナカキタセイサクショ"
"64570","グローリー | GLORY LTD. | グローリー"
"63470","プラコー | PLACO | プラコー"
"64970","ハマイ | HAMAI INDUSTRIES LTD. | ハマイ"
"64550","モリタホールディングス | MORITA HOLDINGS | モリタホールディングス"
"64650","ホシザキ | HOSHIZAKI | ホシザキ"
"79860","日本アイ・エス・ケイ | NIHON ISK Company, Limited | ニホンアイエスケイ"
"63450","アイチ | AICHI | アイチ"
"59460","長府製作所 | CHOFU SEISAKUSHO | チョウフセイサクショ"
"64980","キッツ | KITZ | キッツ"
"63300","東洋エンジニアリング | TOYO ENGINEERING | トウヨウエンジニアリング"
"63510","鶴見製作所 | TSURUMI MANUFACTURING | ツルミセイサクショ"
"63640","北越工業 | HOKUETSU INDUSTRIES | ホクエツコウギョウ"
"63400","澁谷工業 | SHIBUYA | シブヤコウギョウ"
"63490","小森 | KOMORI | コモリ"
"64580","新晃工業 | SINKO INDUSTRIES LTD. | シンコウコウギョウ"
"62720","レオン自動機 | RHEON AUTOMATIC MACHINERY | レオンジドウキ"
"64110","中野冷機 | nakano refrigerators | ナカノレイキ"
"64890","前澤工業 | Maezawa Industries, | マエザワコウギョウ"
"62730","ＳＭＣ | SMC | エスエムシー"
"62760","シリウスビジョン | SiriusVision | シリウスビジョン"
"62770","ホソカワミクロン | HOSOKAWA  MICRON | ホソカワミクロン"
"62790","瑞光 | ZUIKO | ズイコウ"
"64810","ＴＨＫ | THK | テイエチケー"
"62840","日精エー・エス・ビー機械 | NISSEI ASB MACHINE | ニッセイエーエスビーキカイ"
"64880","ヨシタケ | Yoshitake | ヨシタケ"
"62860","靜甲 | SEIKO | セイコウ"
"62870","サトーホールディングス | SATO HOLDINGS | サトーホールディングス"
"98950","コンセック | CONSEC | コンセック"
"59530","昭和鉄工 | Showa Manufacturing | ショウワテッコウ"
"62890","技研製作所 | GIKEN LTD. | ギケンセイサクショ"
"61490","小田原エンジニアリング | ODAWARA ENGINEERING | オダワラエンジニアリング"
"64850","前澤給装工業 | MAEZAWA KYUSO INDUSTRIES | マエザワキュウソウコウギョウ"
"62920","カワタ | KAWATA MFG. | カワタ"
"62930","日精樹脂工業 | NISSEI PLASTIC INDUSTRIAL | ニッセイジュシコウギョウ"
"62940","オカダアイヨン | OKADA AIYON | オカダアイヨン"
"62950","富士変速機 | FUJI HENSOKUKI | フジヘンソクキ"
"64180","日本金銭機械 | Japan Cash Machine | ニホンキンセンキカイ"
"62970","鉱研工業 | KOKEN BORING MACHINE | コウケンコウギョウ"
"63070","サンセイ | SANSEI | サンセイ"
"63090","巴工業 | TOMOE ENGINEERING | トモエコウギョウ"
"63120","フロイント産業 | Freund | フロイントサンギョウ"
"63150","ＴＯＷＡ | TOWA | トーワ"
"64820","ユーシン精機 | YUSHIN PRECISION EQUIPMENT | ユーシンセイキ"
"63220","タクミナ | tacmina | タクミナ"
"63240","ハーモニック・ドライブ・システムズ | Harmonic Drive Systems | ハーモニックドライブシステムズ"
"63270","北川精機 | KITAGAWA SEIKI | キタガワセイキ"
"63280","荏原実業 | EBARA JITSUGYO | エバラジツギョウ"
"63380","タカトリ | Takatori | タカトリ"
"64660","ＴＶＥ | TVE | ティーブイイー"
"68340","精工技研 | SEIKOH GIKEN | セイコウギケン"
"64280","オーイズミ | OIZUMI | オーイズミ"
"63840","昭和真空 | SHOWA SHINKU | ショウワシンクウ"
"64020","兼松エンジニアリング | KANEMATSU ENGINEERING | カネマツエンジニアリング"
"64320","竹内製作所 | TAKEUCHI MFG. | タケウチセイサクショ"
"64050","鈴茂器工 | Suzumo Machinery | スズモキコウカブシキガイシヤ"
"62690","三井海洋開発 | MODEC, | ミツイカイヨウカイハツ"
"62680","ナブテスコ | Nabtesco | ナブテスコ"
"64330","ヒーハイスト | HEPHAIST | ヒーハイスト"
"62650","コンバム | CONVUM Ltd. | コンバム"
"61570","日進工具 | NS TOOL | ニッシンコウグ"
"61610","エスティック | ESTIC | エスティック"
"62620","ＰＥＧＡＳＵＳ | PEGASUS | ペガサス"
"62580","平田機工 | HIRATA | ヒラタキコウ"
"62550","エヌ・ピー・シー | NPC Incorporated | エヌピーシー"
"62540","野村マイクロ・サイエンス | Nomura Micro Science | ノムラマイクロサイエンス"
"65010","日立製作所 | Hitachi, Ltd. | カブシキカイシャヒタチセイサクショ"
"65030","三菱電機 | Mitsubishi Electric | ミツビシデンキ"
"65040","富士電機 | FUJI ELECTRIC | フジデンキ"
"65060","安川電機 | YASKAWA Electric | ヤスカワデンキ"
"65050","東洋電機製造 | トウヨウデンキセイゾウ"
"65070","シンフォニアテクノロジー | SINFONIA TECHNOLOGY | シンフォニアテクノロジー"
"65080","明電舎 | MEIDENSHA | メイデンシャ"
"66430","戸上電機製作所 | Togami Electric Mfg. | トガミデンキセイサクショ"
"66230","愛知電機 | AICHI ELECTRIC | アイチデンキ"
"66220","ダイヘン | DAIHEN | ダイヘン"
"65130","オリジン | Origin Company, Limited | オリジン"
"66440","大崎電気工業 | Osaki Electric | オオサキデンキコウギョウ"
"65840","三櫻工業 | Sanoh Industrial | サンオウコウギョウ"
"66480","かわでん | KAWADEN | カワデン"
"66450","オムロン | OMRON | オムロン"
"65900","芝浦メカトロニクス | SHIBAURA MECHATRONICS | シバウラメカトロニクス"
"65170","デンヨー | Denyo | デンヨー"
"66510","日東工業 | NITTO KOGYO | ニットウコウギョウ"
"66530","正興電機製作所 | SEIKO ELECTRIC | セイコウデンキセイサクショ"
"63330","帝国電機製作所 | TEIKOKU ELECTRIC MFG. | テイコクデンキセイサクショ"
"66370","寺崎電気産業 | TERASAKI ELECTRIC | テラサキデンキサンギョウ"
"67010","日本電気 | NEC | ニッポンデンキカブシキカイシャ"
"67020","富士通 | FUJITSU LIMITED | フジツウ"
"67030","沖電気工業 | Oki Electric Industry Company, Limited | オキデンキコウギョウ"
"67040","岩崎通信機 | IWATSU ELECTRIC | イワサキツウシンキ"
"67410","日本信号 | Nippon Signal Company,Limited | ニホンシンゴウ"
"67420","京三製作所 | Kyosan Electric Manufacturing | キョウサンセイサクショ"
"67520","パナソニックホールディングス | Panasonic Holdings | パナソニックホールディングス"
"67530","シャープ | Sharp | シャープ"
"67540","アンリツ | ANRITSU | アンリツ"
"67550","富士通ゼネラル | FUJITSU GENERAL LIMITED | フジツウゼネラル"
"67580","ソニーグループ | SONY GROUP | ソニーグループ"
"67620","ＴＤＫ | TDK | ティーディーケイ"
"67630","帝国通信工業 | Teikoku Tsushin Kogyo Co.,Ltd | テイコクツウシンコウギョウ"
"67680","タムラ製作所 | TAMURA | タムラセイサクショ"
"67070","サンケン電気 | Sanken Electric | サンケンデンキ"
"67700","アルプスアルパイン | ALPS ALPINE | アルプスアルパイン"
"67750","ＴＢグループ | TB GROUP | カブシキカイシャティービーグループ"
"67940","フォスター電機 | Foster Electric Company, Limited | フォスターデンキ"
"68480","東亜ディーケーケー | DKK-TOA | トウアディーケーケーカブシキカイシャ"
"67450","ホーチキ | HOCHIKI | ホーチキ"
"67440","能美防災 | NOHMI BOSAI LTD. | ノウミボウサイ"
"67980","ＳＭＫ | SMK | エスエムケイ"
"65160","山洋電気 | SANYO DENKI | サンヨウデンキ"
"67790","日本電波工業 | NIHON DEMPA KOGYO | ニホンデンパコウギョウ"
"68000","ヨコオ | YOKOWO | ヨコオ"
"67720","東京コスモス電機 | Tokyo Cosmoc Electric | トウキョウコスモスデンキ"
"67760","天昇電気工業 | Tensho Electric Industries | テンショウデンキコウギョウ"
"68040","ホシデン | Hosiden | ホシデン"
"67430","大同信号 | Daido Signal | ダイドウシンゴウ"
"69890","北陸電気工業 | HOKURIKU ELECTRIC INDUSTRY | ホクリクデンキコウギョウ"
"67710","池上通信機 | IKEGAMI TSUSHINKI | イケガミツウシンキ"
"68820","三社電機製作所 | Sansha Electric Manufacturing | サンシャデンキセイサクショ"
"69760","太陽誘電 | TAIYO YUDEN | タイヨウユウデン"
"67150","ナカヨ | NAKAYO, | ナカヨ"
"68070","日本航空電子工業 | Japan Aviation Electronics Industry, Limited | ニホンコウクウデンシコウギョウ"
"68090","ＴＯＡ | TOA | ティーオーエー"
"79440","ローランド | ローランド"
"68140","古野電気 | FURUNO ELECTRIC | フルノデンキ"
"69860","双葉電子工業 | FUTABA | フタバデンシコウギョウ"
"68230","リオン | RION | リオン"
"68640","エヌエフホールディングス | NF HOLDINGS | エヌエフホールディングス"
"69300","日本アンテナ | NIPPON ANTENNA | ニッポンアンテナ"
"67180","アイホン | AIPHONE CO.,LTD | アイホン"
"68200","アイコム | ICOM INCORPORATED | アイコム"
"18320","北海電気工事 | hokkai electrical construction company,incorporated | ホッカイデンキコウジ"
"69050","コーセル | COSEL | コーセル"
"69040","原田工業 | HARADA INDUSTRY | ハラダコウギョウ"
"68220","大井電気 | Oi Electric | オオイデンキ"
"68790","ＩＭＡＧＩＣＡ　ＧＲＯＵＰ | IMAGICA GROUP | イマジカグループ"
"68380","多摩川ホールディングス | TAMAGAWA HOLDINGS | タマガワホールディングス"
"68350","アライドテレシスホールディングス | ALLIED TELESIS HOLDINGS K.K. | アライドテレシスホールディングス"
"67770","ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ | santec Holdings | サンテックホールディングス"
"67240","セイコーエプソン | SEIKO EPSON | セイコーエプソン"
"66750","サクサ | SAXA, | サクサカブシキカイシャ"
"66590","メディアリンクス | MEDIA LINKS | メディアリンクス"
"66400","Ｉ‐ＰＥＸ | I-PEX | アイペックス"
"68410","横河電機 | YOKOGAWA ELECTRIC | ヨコガワデンキ"
"68450","アズビル | Azbil | アズビル"
"69230","スタンレー電気 | Stanley Electric | スタンレーデンキ"
"65880","東芝テック | TOSHIBA TEC | トウシバテック"
"69010","澤藤電機 | SAWAFUJI ELECTRIC | サワフジデンキ"
"68440","新電元工業 | Shindengen Electric Manufacturing | シンデンゲンコウギョウ"
"69880","日東電工 | NITTO DENKO | ニットウデンコウカブシキカイシャ"
"69930","大黒屋ホールディングス | Daikokuya Holdings | ダイコクヤホールディングス"
"69020","デンソー | DENSO | デンソー"
"69550","ＦＤＫ | FDK | エフディーケイ"
"67060","電気興業 | DKK | デンキコウギョウカブシキカイシャ"
"69950","東海理化電機製作所 | TOKAI RIKA | トウカイリカデンキセイサクショ"
"69940","指月電機製作所 | SHIZUKI ELECTRIC COMPANY | シヅキデンキセイサクショ"
"68560","堀場製作所 | HORIBA, Ltd. | ホリバセイサクショ"
"69990","ＫＯＡ | KOA | コーア"
"68490","日本光電工業 | NIHON KOHDEN | ニホンコウデンコウギョウ"
"69960","ニチコン | nichicon | ニチコン"
"69510","日本電子 | JEOL Ltd. | ニホンデンシ"
"69770","日本抵抗器製作所 | JAPAN RESISTOR MFG. | ニホンテイコウキセイサクショ"
"69980","日本タングステン | Nippon Tungsten | ニッポンタングステン"
"64070","ＣＫＤ | CKD | シーケーディ"
"66470","森尾電機 | モリオデンキ"
"64440","サンデン | SANDEN | サンデン"
"69810","村田製作所 | ムラタセイサクショ"
"69820","リード | The Lead Co., | リード"
"69370","古河電池 | The Furukawa Battery | フルカワデンチ"
"65860","マキタ | Makita | マキタ"
"68530","共和電業 | KYOWA ELECTRONIC INSTRUMENTS | キョウワデンギョウ"
"69970","日本ケミコン | NIPPON CHEMI-CON | ニッポンケミコン"
"69260","岡谷電機産業 | OKAYA ELECTRIC INDUSTRIES | オカヤデンキサンギョウ"
"69250","ウシオ電機 | USHIO | ウシオデンキ"
"61440","西部電機 | Seibu Electric & Machinery | セイブデンキ"
"68030","ティアック | TEAC | ティアック"
"69690","松尾電機 | MATSUO ELECTRIC | マツオデンキ"
"69520","カシオ計算機 | CASIO COMPUTER | カシオケイサンキ"
"68060","ヒロセ電機 | HIROSE ELECTRIC | ヒロセデンキ"
"68460","中央製作所 | Chuo Seisakusho,Ltd. | チュウオウセイサクショ"
"65920","マブチモーター | MABUCHI MOTOR | マブチモーター"
"69540","ファナック | FANUC | ファナック"
"68100","マクセル | Maxell, Ltd. | マクセル"
"68570","アドバンテスト | ADVANTEST | アドバンテスト"
"66520","ＩＤＥＣ | IDEC | アイデック"
"69620","大真空 | DAISHINKU CORP. | ダイシンクウ"
"69630","ローム | ROHM COMPANY LIMITED | ローム"
"69640","サンコー | SANKO | サンコー"
"69650","浜松ホトニクス | HAMAMATSU PHOTONICS K.K. | ハママツホトニクス"
"97660","コナミグループ | KONAMI GROUP | コナミグループカブシキカイシャ"
"69670","新光電気工業 | SHINKO ELECTRIC INDUSTRIES | シンコウデンキコウギョウ"
"69580","日本シイエムケイ | CMK | ニッポンシイエムケイ"
"69570","芝浦電子 | SHIBAURA ELECTRONICS | シバウラデンシ"
"64590","大和冷機工業 | DAIWA   INDUSTRIES   LTD. | ダイワレイキコウギョウ"
"69470","図研 | ZUKEN | ズケン"
"68610","キーエンス | KEYENCE | キーエンス"
"69460","日本アビオニクス | Nippon Avionics | ニッポンアビオニクス"
"68170","スミダ | SUMIDA | スミダ"
"69430","ＮＫＫスイッチズ | NKK SWITCHES. | エヌケーケースイッチズ"
"65940","ニデック | NIDEC | ニデック"
"68620","ミナトホールディングス | MINATO HOLDINGS | ミナトホールディングス"
"69420","ソフィアホールディングス | SOPHIA  HOLDINGS | ソフィアホールディングス"
"69410","山一電機 | YAMAICHI ELECTRONICS | ヤマイチデンキ"
"61450","ＮＩＴＴＯＫＵ | NITTOKU | ニットク"
"69380","双信電機 | SOSHIN ELECTRIC | ソウシンデンキ"
"67480","星和電機 | SEIWA ELECTRIC MFG. | セイワデンキ"
"69320","遠藤照明 | ENDO Lighting | エンドウショウメイ"
"68190","伊豆シャボテンリゾート | Izu Shaboten Resort Co.,Ltd | イズシャボテンリゾート"
"69290","日本セラミック | NIPPON CERAMIC | ニホンセラミック"
"69280","エノモト | ENOMOTO CO.,LTD | エノモト"
"69200","レーザーテック | Lasertec | レーザーテック"
"69190","ケル | KEL | ケル"
"69180","アバールデータ | AVALDATA | アバールデータ"
"69150","千代田インテグレ | CHIYODA INTEGRE | チヨダインテグレ"
"77110","助川電気工業 | SUKEGAWA ELECTRIC CO.,LTD | スケガワデンキコウギョウ"
"69140","オプテックスグループ | OPTEX GROUP Company,Limited | オプテックスグループ"
"68660","日置電機 | HIOKI E.E. | ヒオキデンキ"
"64160","桂川電機 | KATSURAGAWA ELECTRIC | カツラガワデンキ"
"79310","未来工業 | MIRAI INDUSTRY | ミライコウギョウ"
"69120","菊水ホールディングス | KIKUSUI HOLDINGS | キクスイホールディングス"
"68670","リーダー電子 | LEADER ELECTRONICS | リーダーデンシ"
"64200","フクシマガリレイ | FUKUSHIMA GALILEI CO. LTD. | フクシマガリレイ"
"66540","不二電機工業 | FUJI ELECTRIC INDUSTRY | フジデンキコウギョウ"
"62980","ワイエイシイホールディングス | Y.A.C. HOLDINGS | ワイエイシイホールディングス"
"69080","イリソ電子工業 | IRISO ELECTRONICS | イリソデンシコウギョウ"
"74350","ナ・デックス | NADEX | カブシキカイシャナデックス"
"65180","三相電機 | SANSO ELECTRIC | サンソウデンキ"
"68990","ＡＳＴＩ | ASTI | アスティ"
"68690","シスメックス | SYSMEX | シスメックス"
"68980","トミタ電機 | TOMITA ELECTRIC | トミタデンキ"
"68970","ツインバード | TWIN-BIRD | ツインバード"
"68700","日本フェンオール | Fenwal  Controls  of  Japan,  Ltd. | ニホンフェンオール"
"68940","パルステック工業 | PULSTEC INDUSTRIAL | パルステックコウギョウ"
